onset	duration	response_time	trial_type
4.05e-06	4.529862884	n/a	disgust
4.531536102	4.516050816000001	1.264293909	affection
12.05046511	4.4835448200000005	1.303508043	n/a
21.03678489	4.49399399	2.577018023	trance
28.5336349	4.508987190000003	1.255573034	panic
34.5453589	4.497875210000004	1.587710857	feeling
40.545434	4.50098491	2.273688078	feeling
48.04836297	4.484252930000004	2.072176933	n/a
52.53432012	4.492625950000004	3.054873943	self-consciousness
57.02858591	4.4980120700000015	n/a	confusion
63.02950811	4.514143949999998	3.890592098	mortification
69.04604602	4.51412891999999	2.583040953	contemplation
78.06307101	4.461415049999999	n/a	n/a
87.02627397	4.51473498	2.233187914	n/a
91.54260206	4.4970250200000095	3.992849112	n/a
96.04132104	4.514407860000006	1.895838976	irritation
100.5573671	4.465261000000012	n/a	concern
105.0241971	4.532144800000012	1.094450951	dominance
109.5578771	4.4978677999999945	2.376948833	bewilderment
114.0574391	4.472199900000007	0.741573811	woe
118.531328	4.505732999999992	1.780333996	preoccupation
124.5399139	4.512584200000006	2.58205986	n/a
129.0541649	4.484056199999998	n/a	n/a
136.5410459	4.492879200000004	1.456629038	warmth
142.5363419	4.49801020000001	3.825632811	n/a
147.035888	4.492141000000004	n/a	annoyance
153.0308001	4.515359899999993	2.885178089	torpor
160.5481219	4.5019240999999965	1.931696177	confusion
165.051729	4.497329000000008	2.358182907	disgust
169.5507381	4.486605900000001	2.254823923	regret
178.5394521	4.503304899999989	2.403855085	n/a
184.5448411	4.5004579999999805	1.437958956	n/a
193.5474501	4.484768800000012	1.841402054	n/a
201.034878	4.509943000000021	2.262959957	nervousness
205.5471711	4.497693799999979	2.484622955	mortification
211.5466471	4.49132800000001	0.815484047	sadness
216.038482	4.485329100000001	n/a	surprise
220.5253401	4.51737	1.366653919	n/a
226.544198	4.497089899999992	1.49627614	n/a
232.544126	4.497762999999992	2.140907049	annoyance
238.544739	4.496259000000009	2.429089069	n/a
244.543839	4.476658100000009	n/a	rage
253.522738	4.519534099999987	2.03381896	appreciation
258.0438349	4.49457910000001	2.664358854	trance
265.54128	4.496686000000011	2.1868999	woe
271.5401189	4.497024100000033	2.649663925	contemplation
279.0399799	4.513937999999996	1.825404882	n/a
286.5554321	4.481673000000001	1.693511009	jealousy
292.539192	4.49592709999996	0.824251175	irritation
298.537405	4.497193100000004	n/a	n/a
303.036269	4.4979008999999905	0.662014008	n/a
309.036931	4.505387100000007	0.186123133	n/a
316.5441699	4.500360000000001	1.620706797	self-consciousness
321.0461881	4.500565999999992	2.535231113	regret
327.04849	4.483932100000004	n/a	excitement
331.5339401	4.514791000000002	2.435027123	pity
336.05039	4.49771400000003	1.563910961	anxiety
340.5496919	4.49022819999999	3.853626013	concern
345.0415859	4.483388200000036	n/a	surprise
351.0270519	4.516090200000008	0.112992048	enjoyment
357.044764	4.484035100000028	n/a	panic
361.530458	4.5302560000000085	2.880168915	affection
366.0624001	4.482019900000012	0.980430126	n/a
370.5461061	4.497782000000029	1.978801966	enjoyment
376.545728	4.4916299999999865	0.518881083	anxiety
384.0381291	4.503470900000025	3.874464989	pity
391.5444429	4.497500200000047	n/a	n/a
397.5447979	4.4953780000000165	n/a	n/a
402.0418479	4.488409100000013	1.198312044	n/a
408.0331349	4.516924200000005	0.236851931	appreciation
415.55266	4.484820099999979	1.573637962	n/a
421.5399771	4.49822690000002	1.41883707	warmth
426.0384481	4.499817800000017	2.201099873	n/a
433.540122	4.480375100000003	n/a	dominance
439.5222819	4.509873099999993	n/a	derangement
444.0338349	4.502240200000017	1.457926035	n/a
450.0378749	4.49866609999998	2.026399136	derangement
457.536747	4.488956900000005	n/a	n/a
463.5284679	4.51590299999998	1.825230122	torpor
469.547091	4.503010999999958	1.58673501	sadness
480.051909	4.498788999999988	1.898826122	rage
486.0534079	4.484085099999959	1.730150938	bewilderment
490.539171	4.509380999999962	1.94112587	n/a
495.05024	4.492725900000039	1.610028028	nervousness
501.0449009	4.500945999999999	1.969163895	preoccupation
507.0486691	4.497643000000039	n/a	excitement
514.549021	4.503079899999989	3.72732687	n/a
522.0549779	4.489963999999986	1.639959812	n/a
529.547792	4.510926900000072	2.26512599	n/a
534.060396	4.464870900000051	n/a	jealousy
