onset	duration	response_time	trial_type
5.01e-06	4.5554871530000005	2.648571014	jealousy
7.558361053	4.478479147000001	2.170819044	confusion
12.03838205	4.4993851199999995	2.227023125	frenzy
16.53943419	4.4925389299999985	2.990701199	torpor
22.5347302	4.49959492	1.686316013	stupor
30.03720117	4.531316040000004	3.867675066	n/a
36.0704422	4.480350969999996	2.314018965	rage
45.05367804	4.48491001	2.815145969	n/a
49.54018211	4.501404999999998	1.613153934	indifference
60.04448223	4.501156809999998	1.87076807	self-pity
66.04745412	4.5003149500000035	3.778098106	n/a
70.54944611	4.497638940000002	2.086362839	n/a
75.04875922	4.480855940000012	n/a	earnestness
79.53120804	4.50517201000001	3.271821976	pity
85.539222	4.482948070000006	n/a	regret
91.52426314	4.519543889999994	2.023514986	n/a
100.5460401	4.481228999999999	n/a	contemplation
105.0288131	4.502494100000007	1.606842041	n/a
111.0341332	4.5167028999999985	2.386641026	rage
118.5536101	4.488917099999995	2.222676039	n/a
126.0453572	4.511156799999995	2.814942122	tiredness
130.5581691	4.482395000000025	2.201412916	n/a
136.5434101	4.480581000000001	n/a	regret
141.0256341	4.514889000000011	1.654135942	affection
150.0432091	4.5069029	3.34487009	n/a
157.5519252	4.487088900000003	3.141306162	wakefulness
162.0406511	4.497591	n/a	relaxation
166.5399032	4.497796999999991	1.083553076	humor
171.0393791	4.498128000000008	2.374258995	playfulness
178.5404041	4.4952199000000235	2.578387022	n/a
186.0384901	4.508576099999999	1.960484028	stupor
190.5487442	4.486251800000019	1.760578871	n/a
196.5377302	4.529838799999993	2.70057106	bitterness
202.5704112	4.484778900000009	2.734535933	contemplation
208.558022	4.476080200000013	1.572324038	confusion
214.5369301	4.505445899999984	3.197711945	n/a
222.0452251	4.500427099999996	2.770272017	n/a
226.5473461	4.49825100000001	2.538492918	n/a
231.0472491	4.500388100000009	1.681061029	n/a
235.5493202	4.514878999999979	1.81362319	exasperation
240.0658801	4.469702900000016	3.710250139	n/a
244.5372362	4.5088288999999975	2.235820055	self-pity
252.0489221	4.495440000000002	1.536726952	n/a
256.5460022	4.49530100000004	2.655968905	panic
264.043339	4.5004602000000204	3.356706142	alarm
270.0461292	4.514366900000027	2.818668842	bitterness
279.0633481	4.47318690000003	3.293848991	anxiety
288.0394142	4.485041799999976	n/a	n/a
294.0273302	4.514607899999987	1.937115192	fury
301.5440011	4.496074000000021	1.883518934	appreciation
307.542309	4.496894199999986	4.160993099	earnestness
313.5413201	4.491475999999977	n/a	n/a
322.5354052	4.5022899999999595	2.240161896	torpor
327.0393782	4.513579800000002	3.743465185	affection
333.0558071	4.486112100000014	2.363131046	preoccupation
339.0447431	4.49243610000002	2.167479038	exasperation
343.538712	4.508392100000037	2.555197001	n/a
349.549268	4.5004729999999995	2.55253005	fury
354.0514252	4.499419900000021	3.867542028	n/a
360.0529392	4.49759389999997	2.058056831	anxiety
364.5522141	4.480030099999965	0.8255198	humor
370.5337641	4.497930999999994	3.881580114	n/a
378.033967	4.511310100000003	2.383217096	woe
385.54812	4.498674200000039	3.185675144	n/a
391.5494981	4.481254100000001	n/a	n/a
397.533637	4.495496100000025	n/a	n/a
403.5317261	4.507791999999995	2.239017963	annoyance
408.0411072	4.485378000000026	n/a	frenzy
414.0283122	4.516140000000007	1.8122859	n/a
420.047363	4.483222099999978	1.911273956	serenity
426.0334201	4.509438999999986	1.941742897	n/a
433.5454991	4.4969220000000405	2.269859076	trance
438.044095	4.477406099999996	n/a	appreciation
445.5232432	4.5178358	1.637998104	jealousy
450.0426691	4.514686100000006	3.004801989	wakefulness
454.5590432	4.470419899999968	1.19647193	pity
459.030951	4.508638200000007	1.412602186	trance
463.541275	4.498827000000006	1.269247055	indifference
469.5429921	4.508230000000026	1.938447952	n/a
477.0540962	4.483920800000021	2.374166965	preoccupation
483.0398402	4.496980000000008	1.805461884	n/a
489.0396662	4.497190900000021	1.824765205	n/a
493.5385141	4.48952300000002	2.459491014	panic
499.530266	4.505085000000008	2.656086922	relaxation
507.0374401	4.496981099999971	1.34134388	playfulness
511.5360882	4.514740999999958	1.478080988	woe
519.0533741	4.4815380000000005	1.744365931	annoyance
525.0366492	4.505435999999918	1.629658937	serenity
529.543797	4.489128100000016	1.513339996	tiredness
535.5347621	4.511908100000028	1.74795413	alarm
