filename	acq_time
anat/sub-007_T1w.nii.gz	2020-02-02T08:44:31
fmap/sub-007_acq-task_dir-AP_epi.nii.gz	2020-02-02T08:51:15
fmap/sub-007_acq-task_dir-PA_epi.nii.gz	2020-02-02T08:52:01
func/sub-007_task-sitrep_run-01_bold.nii.gz	2020-02-02T08:53:52
func/sub-007_task-sitrep_run-02_bold.nii.gz	2020-02-02T09:03:38
func/sub-007_task-sitrep_run-03_bold.nii.gz	2020-02-02T09:13:24
func/sub-007_task-sitrep_run-04_bold.nii.gz	2020-02-02T09:23:07
func/sub-007_task-sitrep_run-05_bold.nii.gz	2020-02-02T09:32:57
func/sub-007_task-sitrep_run-06_bold.nii.gz	2020-02-02T09:42:40
func/sub-007_task-sitrep_run-07_bold.nii.gz	2020-02-02T09:52:21
func/sub-007_task-sitrep_run-08_bold.nii.gz	2020-02-02T10:02:07
func/sub-007_task-sitrep_run-09_bold.nii.gz	2020-02-02T10:12:23
func/sub-007_task-sitrep_run-10_bold.nii.gz	2020-02-02T10:22:05
